,title,mean rating,number of ratings
2981,Our Idiot Brother (2011),3.25,2
2982,Death Race 2 (2010),3.5,2
2983,Rise of the Planet of the Apes (2011),3.46,27
2984,Terri (2011),3.5,2
2985,"Change-Up, The (2011)",2.85,10
2986,"Help, The (2011)",3.83,21
2987,30 Minutes or Less (2011),2.67,6
2988,My Afternoons with Margueritte (La tête en friche) (2010),3.0,1
2989,Final Destination 5 (2011),4.5,1
2990,"Very Harold & Kumar 3D Christmas, A (2011)",3.25,2
2991,Don't Be Afraid of the Dark (2010),3.0,2
2992,Fright Night (2011),3.25,2
2993,Another Earth (2011),4.5,1
2994,Hesher (2010),4.0,1
2995,Stake Land (2010),4.0,1
2996,"Debt, The (2011)",2.5,1
2997,Colombiana (2011),2.5,6
2998,Bill Cunningham New York (2011),4.5,1
2999,"Skin I Live In, The (La piel que habito) (2011)",3.0,4
3000,Conan the Barbarian (2011),1.75,2
3001,Walled In (2009),3.5,1
3002,Birdemic: Shock and Terror (2010),3.5,1
3003,"Inbetweeners Movie, The (2011)",3.67,3
3004,Red State (2011),3.0,1
3005,Pearl Jam Twenty (2011),0.5,1
3006,I Don't Know How She Does It (2011),1.5,1
3007,Shark Night 3D (2011),1.5,1
3008,Contagion (2011),3.71,12
3009,Moneyball (2011),3.88,26
3010,Neds (2010),4.0,1
3011,Cold Fish (Tsumetai nettaigyo) (2010),4.5,2
3012,Phineas and Ferb the Movie: Across the 2nd Dimension (2011),3.5,1
3013,Northanger Abbey (2007),4.0,1
3014,"Avengers, The (2012)",3.87,69
3015,Tinker Tailor Soldier Spy (2011),3.81,8
3016,"Separation, A (Jodaeiye Nader az Simin) (2011)",4.33,3
3017,"Dangerous Method, A (2011)",3.0,2
3018,Warrior (2011),3.73,11
3019,"Ides of March, The (2011)",3.22,9
3020,Kill List (2011),4.5,1
3021,Killer Elite (2011),2.83,3
3022,Bellflower (2011),3.5,1
3023,50/50 (2011),3.63,19
3024,Generation P (2011),3.5,1
3025,The Artist (2011),4.05,11
3026,BlinkyTM (2011),3.0,1
3027,Take Shelter (2011),3.75,2
3028,Real Steel (2011),3.0,6
3029,Footloose (2011),2.75,2
3030,"Thing, The (2011)",3.5,4
3031,Beautiful Boy (2010),4.0,1
3032,Tyrannosaur (2011),3.5,1
3033,Martha Marcy May Marlene (2011),3.75,2
3034,We Need to Talk About Kevin (2011),3.5,4
3035,Behind Enemy Lines II: Axis of Evil (2006),2.0,1
3036,"Three Musketeers, The (2011)",3.17,3
3037,In Time (2011),3.39,14
3038,Margaret (2011),3.0,1
3039,Carnage (2011),4.0,4
3040,Margin Call (2011),3.79,7
3041,Paranormal Activity 3 (2011),3.5,2
3042,Puncture (2011),3.0,2
3043,Johnny English Reborn (2011),3.0,6
3044,Abduction (2011),3.5,1
3045,This Must Be the Place (2011),3.5,1
3046,Shame (2011),3.75,4
3047,What's Your Number? (2011),4.5,1
3048,Headhunters (Hodejegerne) (2011),3.6,5
3049,Batman: Year One (2011),3.67,3
3050,Miss Representation (2011),3.5,1
3051,Puss in Boots (2011),3.56,8
3052,Tower Heist (2011),3.5,4
3053,J. Edgar (2011),2.5,1
3054,"Double, The (2011)",1.5,1
3055,"Adventures of Tintin, The (2011)",3.5,12
3056,Starsuckers (2009),4.0,1
3057,Tomboy (2011),3.0,1
3058,George Harrison: Living in the Material World (2011),4.0,1
3059,Hugo (2011),3.75,18
3060,Immortals (2011),2.67,3
3061,Jack and Jill (2011),2.3,5
3062,Into the Abyss (2011),5.0,1
3063,"Descendants, The (2011)",4.0,11
3064,Like Crazy (2011),2.5,2
3065,"Muppets, The (2011)",2.6,10
3066,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",2.21,7
3067,War Horse (2011),3.0,3
3068,"Rum Diary, The (2011)",3.58,6
3069,Lifted (2006),4.0,1
3070,Hipsters (Stilyagi) (2008),3.5,1
3071,Another Cinderella Story (2008),2.5,1
3072,Bunraku (2010),1.5,1
3073,"Sitter, The (2011)",2.9,5
3074,Extremely Loud and Incredibly Close (2011),2.75,2
3075,Play the Game (2009),4.0,1
3076,Asterix and the Vikings (Astérix et les Vikings) (2006),5.0,1
3077,Happy Feet Two (2011),5.0,1
3078,Arthur Christmas (2011),0.5,1
3079,Violet & Daisy (2011),3.0,2
3080,Bullet to the Head (2012),1.5,1
3081,"Expendables 2, The (2012)",3.5,10
3082,The Hunger Games (2012),3.44,54
3083,"Dark Knight Rises, The (2012)",3.99,76
3084,"Bourne Legacy, The (2012)",3.14,18
3085,Sherlock Holmes: A Game of Shadows (2011),3.76,38
3086,Coriolanus (2011),2.5,1
3087,Young Adult (2011),2.25,2
3088,New Year's Eve (2011),2.0,3
3089,Mission: Impossible - Ghost Protocol (2011),3.66,22
3090,We Bought a Zoo (2011),3.3,5
3091,"Girl with the Dragon Tattoo, The (2011)",3.49,42
3092,"Darkest Hour, The (2011)",2.5,2
3093,Alvin and the Chipmunks: Chipwrecked (2011),1.0,2
3094,Salvation Boulevard (2011),1.5,1
3095,Friends with Kids (2011),3.67,3
3096,Girl Walks Into a Bar (2011),4.5,1
3097,Contraband (2012),3.0,2
3098,Being Elmo: A Puppeteer's Journey (2011),3.5,1
3099,Joyful Noise (2012),1.5,1
3100,"Iron Lady, The (2011)",3.0,1
3101,Albatross (2011),2.5,1
3102,"Revenant, The (2009)",4.5,1
3103,Underworld: Awakening (2012),3.8,5
3104,"Grey, The (2012)",2.92,6
3105,Man on a Ledge (2012),3.17,3
3106,Sacrifice (Zhao shi gu er) (2010),2.5,1
3107,Haywire (2011),2.83,3
3108,Contact High (2009),3.0,1
3109,"Whistleblower, The (2010)",3.25,2
3110,Einstein and Eddington (2008),3.5,1
3111,Apollo 18 (2011),2.0,1
3112,Seeking Justice (2011),2.0,1
3113,Red Tails (2012),1.5,1
3114,"Flowers of War, The (Jin líng shí san chai) (2011)",4.5,1
3115,Intouchables (2011),4.11,37
3116,One for the Money (2012),2.0,2
3117,"Innkeepers, The (2011)",2.75,2
3118,Grave Encounters (2011),3.17,3
3119,Chronicle (2012),3.38,8
3120,"Woman in Black, The (2012)",3.75,2
3121,Woman in Love (Rubbeldiekatz) (2011),1.0,1
3122,"Art of Getting By, The (2011)",3.0,2
3123,All Watched Over by Machines of Loving Grace (2011),4.25,2
3124,Dylan Moran: Monster (2004),5.0,1
3125,Safe House (2012),3.38,4
3126,"Vow, The (2012)",2.67,3
3127,Louis C.K.: Live at the Beacon Theater (2011),4.3,10
3128,Monsieur Lazhar (2011),4.5,2
3129,"For a Good Time, Call... (2012)",2.5,1
3130,Janie Jones (2010),2.5,1
3131,Journey 2: The Mysterious Island (2012),0.5,1
3132,Perfect Sense (2011),4.25,2
3133,Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001),2.0,1
3134,Ghost Rider: Spirit of Vengeance (2012),1.6,5
3135,Prayers for Bobby (2009),3.5,1
3136,"Very Potter Musical, A (2009)",4.25,2
3137,"Very Potter Sequel, A (2010)",5.0,1
3138,Miss Nobody (2010),5.0,1
3139,"Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010)",3.5,1
3140,Mega Shark vs. Crocosaurus (2010),1.5,1
3141,Red Hill (2010),3.0,1
3142,Gone (2012),1.5,1
3143,Project X (2012),2.06,8
3144,Dr. Seuss' The Lorax (2012),3.1,5
3145,"Big Year, The (2011)",3.75,4
3146,Act of Valor (2012),3.75,2
3147,This Means War (2012),2.64,11
3148,John Carter (2012),3.09,11
3149,Goon (2011),3.25,4
3150,"Ledge, The (2011)",2.5,1
3151,21 Jump Street (2012),3.87,26
3152,"Jeff, Who Lives at Home (2012)",4.0,1
3153,Lockout (2012),3.17,3
3154,"Snowtown (Snowtown Murders, The) (2011)",2.5,1
3155,Space Battleship Yamato (2010),3.0,1
3156,Jiro Dreams of Sushi (2011),4.1,5
3157,Damsels in Distress (2011),2.25,2
3158,Salmon Fishing in the Yemen (2011),1.5,1
3159,Wrath of the Titans (2012),2.62,4
3160,Detachment (2011),4.0,1
3161,Iron Sky (2012),3.75,2
3162,Absentia (2011),3.5,1
3163,American Reunion (American Pie 4) (2012),2.62,4
3164,The Raid: Redemption (2011),4.33,9
3165,"Cabin in the Woods, The (2012)",4.02,22
3166,God Bless America (2011),4.5,1
3167,"Three Stooges, The (2012)",1.25,2
3168,"Raven, The (2012)",2.0,1
3169,North & South (2004),4.5,1
3170,"Big Bang, The (2011)",1.5,1
3171,Mirror Mirror (2012),3.0,4
3172,Battleship (2012),2.33,3
3173,"Best Exotic Marigold Hotel, The (2011)",3.88,4
3174,Comic-Con Episode IV: A Fan's Hope (2011),2.0,1
3175,Bully (2011),3.5,2
3176,Hysteria (2011),4.0,2
3177,Dante's Inferno: An Animated Epic (2010),3.0,1
3178,"Five-Year Engagement, The (2012)",2.5,4
3179,Think Like a Man (2012),2.5,2
3180,"Lucky One, The (2012)",4.0,1
3181,Safe (2012),3.5,2
3182,Dark Shadows (2012),2.5,6
3183,96 Minutes (2011) ,2.5,1
3184,"Decoy Bride, The (2011)",3.67,3
3185,Rocket Singh: Salesman of the Year (2009),4.0,1
3186,"Dictator, The (2012)",3.56,17
3187,Walking with Monsters (2005),4.0,1
3188,Men in Black III (M.III.B.) (M.I.B.³) (2012),3.28,18
3189,Snow White and the Huntsman (2012),2.83,6
3190,Sound of My Voice (2011),3.5,1
3191,Eva (2011),5.0,1
3192,"Pirates! Band of Misfits, The (2012)",3.33,3
3193,Prometheus (2012),3.3,27
3194,"Pact, The (2012)",3.5,1
3195,Bernie (2011),3.5,2
3196,Inhale (2010),2.5,1
3197,Take This Waltz (2011),3.5,1
3198,Wanderlust (2012),3.0,5
3199,Moonrise Kingdom (2012),3.78,29
3200,Get the Gringo (2012),3.83,3
3201,Superman/Doomsday (2007) ,4.0,1
3202,"Thousand Words, A (2012)",2.83,3
3203,Safety Not Guaranteed (2012),3.75,6
3204,Madagascar 3: Europe's Most Wanted (2012),3.39,9
3205,Your Sister's Sister (2011),4.0,1
3206,Superman/Batman: Public Enemies (2009),5.0,1
3207,Brave (2012),3.47,30
3208,Front of the Class (2008),5.0,1
3209,What to Expect When You're Expecting (2012),3.0,1
3210,To Rome with Love (2012),3.0,1
3211,Abraham Lincoln: Vampire Hunter (2012),2.75,6
3212,First Position (2011),3.5,1
3213,Rock of Ages (2012),2.75,4
3214,Seeking a Friend for the End of the World (2012),4.17,3
3215,Presto (2008),5.0,1
3216,Jack-Jack Attack (2005),4.5,1
3217,One Man Band (2005),3.83,3
3218,Ted (2012),3.29,21
3219,Magic Mike (2012),2.7,5
3220,Cleanskin (2012),3.5,1
3221,"Amazing Spider-Man, The (2012)",3.25,30
3222,Ice Age 4: Continental Drift (2012),2.92,6
3223,Beasts of the Southern Wild (2012),3.36,7
3224,Savages (2012),2.75,2
3225,"Firm, The (2009)",3.0,1
3226,Spirit Camp (2009),4.5,1
3227,Some Guy Who Kills People (2011),4.5,1
3228,Treasure Island (2012),2.0,1
3229,"Watch, The (2012)",3.0,9
3230,2 Days in New York (2012),2.5,1
3231,Killer Joe (2011),4.5,1
3232,Anaconda: The Offspring (2008),0.5,1
3233,For the Birds (2000),3.9,5
3234,Ruby Sparks (2012),3.5,4
3235,Total Recall (2012),3.19,8
3236,"Angels' Share, The (2012)",4.0,1
3237,"Immature, The (Immaturi) (2011)",3.5,1
3238,Sidewalls (Medianeras) (2011),3.67,3
3239,Skyfall (2012),3.81,50
3240,"Campaign, The (2012)",3.44,9
3241,Brake (2012),2.0,1
3242,Hope Springs (2012),1.0,1
3243,"Queen of Versailles, The (2012)",2.0,1
3244,ParaNorman (2012),3.5,2
3245,Diary of a Wimpy Kid: Dog Days (2012),3.0,1
3246,Broken (2012),4.5,1
3247,6 Days to Air: The Making of South Park (2011),4.0,1
3248,Premium Rush (2012),3.2,5
3249,"Odd Life of Timothy Green, The (2012)",5.0,1
3250,Lawless (2012),3.62,4
3251,Piranha 3DD (a.k.a. Piranha DD) (2012),2.17,3
3252,Searching for Sugar Man (2012),4.25,4
3253,Prime Suspect 6: The Last Witness (2003),3.0,1
3254,Conception (2011),2.5,1
3255,Paradise Lost 3: Purgatory (2011),4.0,1
3256,"Words, The (2012)",4.0,1
3257,Pitch Perfect (2012),3.62,20
3258,Samsara (2011),3.83,3
3259,Looper (2012),3.64,32
3260,That's My Boy (2012),2.5,3
3261,Robot & Frank (2012),3.0,3
3262,Resident Evil: Retribution (2012),3.75,2
3263,Lola Versus (2012),1.5,1
3264,"Master, The (2012)",3.92,6
3265,Dredd (2012),3.71,14
3266,End of Watch (2012),3.92,6
3267,V/H/S (2012),2.75,2
3268,"Perks of Being a Wallflower, The (2012)",3.82,20
3269,"Hunt, The (Jagten) (2012)",4.3,10
3270,Holy Motors (2012),5.0,1
3271,Taken 2 (2012),3.29,7
3272,House at the End of the Street (2012),4.0,1
3273,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),5.0,1
3274,Love Lasts Three Years (L'amour dure trois ans) (2011),3.5,1
3275,"Tall Man, The (2012)",1.5,1
3276,LOL (2012),3.5,1
3277,Rust and Bone (De rouille et d'os) (2012),0.5,1
3278,Marley (2012),3.5,2
3279,Frankenweenie (2012),2.5,2
3280,Sinister (2012),4.0,1
3281,Hotel Transylvania (2012),3.41,11
3282,Side by Side (2012),3.0,1
3283,Argo (2012),3.98,28
3284,Seven Psychopaths (2012),3.47,15
3285,Liberal Arts (2012),3.0,1
3286,Catch .44 (2011),1.25,2
3287,[REC]³ 3 Génesis (2012),3.0,2
3288,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),2.5,1
3289,Paranormal Activity 4 (2012),3.0,1
3290,Alex Cross (2012),1.5,1
3291,Cloud Atlas (2012),3.74,19
3292,'Hellboy': The Seeds of Creation (2004),4.0,1
3293,Silent Hill: Revelation 3D (2012),3.0,1
3294,Here Comes the Boom (2012),2.57,7
3295,Mental (2012),2.0,1
3296,Killing Them Softly (2012),3.12,4
3297,"Imposter, The (2012)",4.75,2
3298,"Sessions, The (Surrogate, The) (2012)",4.0,1
3299,Smashed (2012),4.0,1
3300,Wreck-It Ralph (2012),3.75,22
3301,Silver Linings Playbook (2012),3.72,30
3302,Flight (2012),3.5,9
3303,Anna Karenina (2012),3.0,1
3304,Life of Pi (2012),3.63,31
3305,"Man with the Iron Fists, The (2012)",2.5,1
3306,"Bay, The (2012)",2.5,1
3307,Himizu (2011),3.5,1
3308,Jackass 3.5 (2011),4.0,2
3309,Indie Game: The Movie (2012),3.0,2
3310,"Batman: The Dark Knight Returns, Part 1 (2012)",3.93,7
3311,Lincoln (2012),4.5,4
3312,Nature Calls (2012),1.5,1
3313,Vamps (2012),1.5,1
3314,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",1.88,4
3315,10 Years (2011),3.5,1
3316,Red Dawn (2012),2.25,2
3317,Rise of the Guardians (2012),3.79,12
3318,"Fantastic Fear of Everything, A (2012)",4.0,2
3319,Deadfall (2012),1.5,1
3320,Byzantium (2012),4.0,1
3321,Paperman (2012),4.38,8
3322,Hitchcock (2012),3.5,5
3323,From Up on Poppy Hill (Kokuriko-zaka kara) (2011),4.5,1
3324,Redline (2009),4.5,1
3325,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",2.5,1
3326,"Hobbit: An Unexpected Journey, The (2012)",3.81,40
3327,Hyde Park on Hudson (2012),2.0,1
3328,How to Make Love to a Woman (2010),1.5,1
3329,Zero Dark Thirty (2012),4.11,14
3330,Fire with Fire (2012),1.5,1
3331,Warm Bodies (2013),3.5,14
3332,Wrong (2012),4.0,1
3333,Playing for Keeps (2012),3.0,1
3334,"Guilt Trip, The (2012)",2.5,3
3335,Jack Reacher (2012),3.42,12
3336,Django Unchained (2012),3.94,71
3337,This Is 40 (2012),3.12,8
3338,"Impossible, The (Imposible, Lo) (2012)",3.67,3
3339,"Misérables, Les (2012)",3.5,7
3340,Parental Guidance (2012),2.0,1
3341,John Dies at the End (2012),4.0,2
3342,"Misérables, Les (2000)",2.25,2
3343,Promised Land (2012),3.0,1
3344,English Vinglish (2012),5.0,1
3345,Fish Story (Fisshu sutôrî) (2009),3.0,1
3346,Texas Chainsaw 3D (2013),1.5,1
3347,Gangster Squad (2013),3.33,3
3348,"Iceman, The (2012)",3.5,1
3349,It's Such a Beautiful Day (2012),4.25,2
3350,"Batman: The Dark Knight Returns, Part 2 (2013)",3.88,8
3351,Everything or Nothing: The Untold Story of 007 (2012),3.0,1
3352,Codependent Lesbian Space Alien Seeks Same (2011),4.0,1
3353,"Last Stand, The (2013)",3.25,2
3354,Upstream Color (2013),3.17,3
3355,Shadow Dancer (2012),3.0,1
3356,Human Planet (2011),4.0,1
3357,Comme un chef (2012),3.5,1
3358,Movie 43 (2013),3.5,3
3359,"Pervert's Guide to Ideology, The (2012)",3.5,1
3360,Sightseers (2012),4.5,1
3361,Hansel & Gretel: Witch Hunters (2013),2.9,5
3362,Jim Jefferies: Fully Functional (EPIX) (2012),4.5,1
3363,Why Stop Now (2012),1.5,1
3364,Tabu (2012),4.0,1
3365,Upside Down (2012),3.0,1
3366,"Liability, The (2012)",3.0,1
3367,Stand Up Guys (2012),2.5,1
3368,Side Effects (2013),3.92,6
3369,Identity Thief (2013),2.88,4
3370,"ABCs of Death, The (2012)",3.5,1
3371,Beautiful Creatures (2013),2.0,1
3372,"Good Day to Die Hard, A (2013)",2.08,6
3373,21 and Over (2013),3.62,4
3374,Safe Haven (2013),4.0,1
3375,Frozen Planet (2011),4.5,2
3376,"Act of Killing, The (2012)",5.0,1
3377,Universal Soldier: Day of Reckoning (2012),4.0,1
3378,Escape from Planet Earth (2013),4.0,2
3379,Before Midnight (2013),3.5,3
3380,Snitch (2013),3.5,1
3381,Dark Skies (2013),3.0,2
3382,Oh Boy (A Coffee in Berlin) (2012),3.5,1
3383,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),4.75,2
3384,Jack the Giant Slayer (2013),2.2,5
3385,Wadjda (2012),2.5,1
3386,"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)",2.5,1
3387,G.I. Joe: Retaliation (2013),3.0,3
3388,Stoker (2013),3.75,2
3389,Oz the Great and Powerful (2013),3.08,6
3390,"Croods, The (2013)",3.78,9
3391,"Incredible Burt Wonderstone, The (2013)",2.83,3
3392,"Call, The (2013)",1.5,1
3393,Olympus Has Fallen (2013),2.88,8
3394,"First Time, The (2012)",1.5,2
3395,"Place Beyond the Pines, The (2012)",3.5,5
3396,"Brass Teapot, The (2012)",2.0,1
3397,Phil Spector (2013),2.0,1
3398,"Host, The (2013)",2.5,4
3399,Admission (2013),3.0,4
3400,Evil Dead (2013),3.25,2
3401,Trance (2013),3.75,2
3402,"Perfect Plan, A (Plan parfait, Un) (2012)",4.25,2
3403,Oblivion (2013),3.3,20
3404,Dark Tide (2012),1.5,1
3405,42 (2013),4.0,1
3406,Wolf Children (Okami kodomo no ame to yuki) (2012),4.0,4
3407,Disconnect (2012),1.5,1
3408,"Invincible Iron Man, The (2007)",3.0,1
3409,Pain & Gain (2013),3.2,5
3410,Hulk Vs. (2009),3.0,1
3411,Resolution (2012),4.0,1
3412,Grabbers (2012),3.0,1
3413,Justice League: Doom (2012) ,5.0,1
3414,"Grandmaster, The (Yi dai zong shi) (2013)",2.0,1
3415,This Is the End (2013),3.21,14
3416,Iron Man 3 (2013),3.56,32
3417,"English Teacher, The (2013)",2.0,1
3418,Mud (2012),4.33,3
3419,Pawn (2013),2.0,1
3420,Syrup (2013),2.75,2
3421,"Great Gatsby, The (2013)",3.38,20
3422,Star Trek Into Darkness (2013),3.69,27
3423,"Internship, The (2013)",3.55,10
3424,Darkon (2006),3.0,1
3425,Only God Forgives (2013),3.75,2
3426,"Hangover Part III, The (2013)",3.38,8
3427,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",3.36,7
3428,Epic (2013),3.0,2
3429,Tie Xi Qu: West of the Tracks (Tiexi qu) (2003),4.0,1
3430,Down Terrace (2009),4.0,1
3431,Frances Ha (2012),2.5,1
3432,"Lords of Salem, The (2012)",2.5,1
3433,Behind the Candelabra (2013),3.0,1
3434,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),3.5,1
3435,With Great Power: The Stan Lee Story (2012),3.0,1
3436,After Earth (2013),1.0,2
3437,Now You See Me (2013),3.41,22
3438,Inhuman Resources (Redd Inc.) (2012),4.5,1
3439,"Way, Way Back, The (2013)",3.12,4
3440,Much Ado About Nothing (2012),3.0,1
3441,Man of Steel (2013),3.3,22
3442,"Kings of Summer, The (2013)",3.5,2
3443,"Purge, The (2013)",3.25,4
3444,Rapture-Palooza (2013),3.0,1
3445,20 Feet from Stardom (Twenty Feet from Stardom) (2013),4.25,2
3446,"Bling Ring, The (2013)",2.0,2
3447,Monsters University (2013),3.88,16
3448,Schlussmacher (2013),1.0,1
3449,Fullmetal Alchemist: The Sacred Star of Milos (2011),2.0,1
3450,Maniac (2012),3.5,1
3451,Not Suitable for Children (2012),2.5,1
3452,Pacific Rim (2013),3.61,14
3453,LEGO Batman: The Movie - DC Heroes Unite (2013),3.0,1
3454,"Best Offer, The (Migliore offerta, La) (2013)",4.0,5
3455,Adam and Eve (National Lampoon's Adam & Eve) (2005),2.5,1
3456,World War Z (2013),3.03,19
3457,Elysium (2013),3.31,16
3458,Despicable Me 2 (2013),3.58,19
3459,White House Down (2013),2.92,6
3460,"World's End, The (2013)",3.42,18
3461,Redemption (Hummingbird) (2013),2.0,1
3462,"Heat, The (2013)",3.42,6
3463,"Lone Ranger, The (2013)",2.79,7
3464,Passion (2012),1.0,1
3465,V/H/S/2 (2013),4.5,1
3466,"Knot, The (2012)",1.5,1
3467,The Spectacular Now (2013),3.25,2
3468,"Lifeguard, The (2013)",3.5,2
3469,Sharknado (2013),1.88,4
3470,Craig Ferguson: I'm Here To Help (2013),5.0,1
3471,Stuck in Love (2012),4.0,1
3472,Fruitvale Station (2013),4.0,2
3473,R.I.P.D. (2013),1.83,3
3474,"Field in England, A (2013)",4.5,1
3475,"Conjuring, The (2013)",4.21,7
3476,Turbo (2013),2.5,1
3477,"Wolverine, The (2013)",3.38,16
3478,Drinking Buddies (2013),2.33,3
3479,Red 2 (2013),3.2,5
3480,Coffee Town (2013),2.25,2
3481,Revenge for Jolly! (2012),2.0,1
3482,2 Guns (2013),4.0,3
3483,Blue Jasmine (2013),3.38,4
3484,"Great Beauty, The (Grande Bellezza, La) (2013)",3.5,3
3485,Louis C.K.: Oh My God (2013),4.12,4
3486,Percy Jackson: Sea of Monsters (2013),1.75,2
3487,"Smurfs 2, The (2013)",1.88,4
3488,Alan Partridge: Alpha Papa (2013),4.0,1
3489,Man of Tai Chi (2013),3.25,2
3490,Batman: Mystery of the Batwoman (2003),3.0,1
3491,We're the Millers (2013),3.74,21
3492,Grown Ups 2 (2013),3.4,5
3493,Kick-Ass 2 (2013),3.45,11
3494,Riddick (2013),3.3,5
3495,Planes (2013),3.0,2
3496,Blackfish (2013),3.0,2
3497,"Wind Rises, The (Kaze tachinu) (2013)",4.0,3
3498,Jobs (2013),2.5,3
3499,Lee Daniels' The Butler (2013),1.5,1
3500,In a World... (2013),4.0,2
3501,About Time (2013),3.93,15
3502,Justice League: Crisis on Two Earths (2010),3.25,2
3503,You're Next (2011),3.75,2
3504,Maria Bamford: The Special Special Special! (2012),0.5,1
3505,Getaway (2013),1.0,1
3506,Gravity (2013),3.58,32
3507,What If (2013),2.67,3
3508,"History of Future Folk, The (2012)",4.0,2
3509,Prisoners (2013),4.16,16
3510,Austenland (2013),3.17,3
3511,Insidious: Chapter 2 (2013),3.0,2
3512,Rush (2013),3.82,11
3513,"Family, The (2013)",3.5,3
3514,Short Term 12 (2013),3.75,2
3515,"To Do List, The (2013)",2.5,4
3516,Inescapable (2012),1.0,1
3517,Nebraska (2013),4.12,4
3518,Enough Said (2013),3.0,2
3519,Don Jon (2013),3.12,8
3520,Mood Indigo (L'écume des jours) (2013),3.5,1
3521,"Century of the Self, The (2002)",3.75,2
3522,Crystal Fairy & the Magical Cactus and 2012 (2013),3.5,2
3523,Bad Milo (Bad Milo!) (2013),1.0,1
3524,Runner Runner (2013),2.25,2
3525,Blue Is the Warmest Color (La vie d'Adèle) (2013),3.25,2
3526,Cloudy with a Chance of Meatballs 2 (2013),2.25,2
3527,Captain Phillips (2013),4.05,21
3528,Machete Kills (Machete 2) (2013),4.0,2
3529,Filth (2013),4.5,2
3530,Escape Plan (2013),4.0,4
3531,Carrie (2013),2.5,2
3532,UnHung Hero (2013),4.5,1
3533,"Counselor, The (2013)",1.5,1
3534,Escape From Tomorrow (2013),3.0,1
3535,"Double, The (2013)",4.0,1
3536,12 Years a Slave (2013),3.62,16
3537,All Is Lost (2013),3.62,4
3538,Ender's Game (2013),3.44,16
3539,Jackass Presents: Bad Grandpa (2013),3.25,2
3540,Thor: The Dark World (2013),3.31,21
3541,Dallas Buyers Club (2013),3.97,17
3542,"Selfish Giant, The (2013)",3.5,1
3543,Last Vegas (2013),2.0,2
